Type,ID,k,K,delta,b,I0,r,PS,P0,maxViral,TimeMax,cumViral
Needle SAT1 Hapto,SAT1,0.1373253,9.046724,2.709064,0.3886306,2.953616,3.871754,0.01431775,0.0149761,8.857428,2.98,24.61832
Needle SAT1 Hapto,SAT1,0.16708,9.750146,2.755899,0.3657153,2.630894,3.723696,0.01560016,0.01554825,9.502631,3.03,26.11845
Needle SAT1 Hapto,SAT1,0.1716839,9.304258,2.742889,0.3747224,2.370646,4.186295,0.01607727,0.0154992,9.111515,2.86,25.59456
Needle SAT1 Hapto,SAT1,0.1423793,8.75242,2.7798,0.3587265,2.613336,4.687476,0.01706698,0.01710494,8.598077,2.6575,26.40251
Needle SAT1 Hapto,SAT1,0.1643901,8.788624,2.697334,0.3460881,2.517321,4.448188,0.01542944,0.01619301,8.667462,2.7575,27.91181
Needle SAT1 Hapto,SAT1,0.159152,8.576224,2.742558,0.3898839,2.495285,4.173019,0.01576697,0.01557978,8.440455,2.8975,26.38199
Needle SAT1 Hapto,SAT1,0.1403629,8.658734,2.801321,0.3654786,2.820173,4.444459,0.01619135,0.01544935,8.541605,2.72,26.02737
Needle SAT1 Hapto,SAT1,0.0938135,8.408717,2.515004,0.3536421,3.019785,4.32105,0.01428143,0.01503078,8.303575,2.8675,26.57359
Needle SAT1 Hapto,SAT1,0.1645594,9.884519,2.57336,0.3626454,2.498401,3.73242,0.01708085,0.01628427,9.67783,3.015,26.13089
Needle SAT1 Hapto,SAT1,0.1569304,8.822334,2.841543,0.3664054,2.426923,4.291093,0.0144619,0.01606878,8.712287,2.81,27.32078
Needle SAT1 Hapto,SAT1,0.1620061,9.653193,2.803844,0.3516574,2.59399,4.262196,0.01773319,0.01694529,9.445082,2.815,26.7232
Needle SAT1 Hapto,SAT1,0.1930986,9.922489,2.666132,0.3826397,2.350671,3.547351,0.01557635,0.01448448,9.658301,3.13,24.81936
Needle SAT1 Hapto,SAT1,0.154697,10.17989,2.69393,0.3417851,2.611578,3.858014,0.01636373,0.01560206,9.965024,3.005,27.93039
Needle SAT1 Hapto,SAT1,0.148154,8.954484,2.765606,0.360083,2.590825,4.327097,0.01588048,0.01511863,8.807473,2.8225,26.10279
Needle SAT1 Hapto,SAT1,0.1580547,9.631959,2.84534,0.3671833,2.632062,4.044293,0.0154061,0.01623253,9.387733,2.9325,26.5227
Needle SAT1 Hapto,SAT1,0.1738957,9.772694,2.761144,0.3660187,2.348271,4.114005,0.01640761,0.01570845,9.536484,2.8875,26.5038
Needle SAT1 Hapto,SAT1,0.1762085,10.15054,2.742834,0.3488914,2.353358,3.71183,0.01682312,0.01631874,9.924877,3.04,27.29264
Needle SAT1 Hapto,SAT1,0.1713805,9.900337,2.704332,0.3365824,2.441227,4.011758,0.01959215,0.01847276,9.731161,2.9225,28.37094
Needle SAT1 Hapto,SAT1,0.1628882,9.925039,2.505636,0.3745291,2.570059,3.424296,0.01573941,0.01499646,9.62643,3.2125,25.25214
Needle SAT1 Hapto,SAT1,0.131417,8.431808,2.925727,0.4146117,2.849259,4.199999,0.01412979,0.0149299,8.219755,2.8225,23.05967
Needle SAT1 Hapto,SAT1,0.1464651,8.970262,2.866522,0.3621735,2.541409,4.348276,0.0144449,0.01604989,8.805789,2.7925,25.71511
Needle SAT1 Hapto,SAT1,0.1286409,8.816863,2.710929,0.3302017,2.946594,4.586011,0.016254,0.01806,8.718828,2.685,28.09484
Needle SAT1 Hapto,SAT1,0.1312477,8.967861,2.702157,0.3439778,2.753868,4.353452,0.01496812,0.01576504,8.827033,2.7875,27.39402
Needle SAT1 Hapto,SAT1,0.1838653,10.01112,2.741941,0.3583759,2.524843,4.181332,0.01527633,0.01531454,9.774449,2.86,26.71028
Needle SAT1 Hapto,SAT1,0.1620637,10.78303,2.666985,0.3516365,2.672854,3.465165,0.0146049,0.01462917,10.49123,3.19,27.66291
Needle SAT1 Hapto,SAT1,0.1315644,9.432705,2.686518,0.3493729,2.846069,4.333064,0.01522462,0.01517945,9.273391,2.8025,26.6313
Needle SAT1 Hapto,SAT1,0.1793565,8.185889,2.688564,0.3777247,2.334068,4.4657,0.015022,0.01500313,8.083316,2.7675,25.53472
Needle SAT1 Hapto,SAT1,0.1503543,9.702304,2.774324,0.357035,2.670587,3.874402,0.01638804,0.01691601,9.502422,2.96,26.47374
Needle SAT1 Hapto,SAT1,0.1558682,9.163235,2.921709,0.341809,2.542877,4.549357,0.01394185,0.01549095,9.009996,2.7175,27.58232
Needle SAT1 Hapto,SAT1,0.1524942,8.883957,2.738137,0.3413076,2.507069,4.661246,0.01620556,0.01714504,8.763205,2.7025,27.76266
Needle SAT1 Hapto,SAT1,0.1586726,9.460767,2.712858,0.3590369,2.526903,3.797736,0.01627533,0.01619348,9.266829,3,26.19805
Needle SAT1 Hapto,SAT1,0.1681282,9.114241,2.721087,0.3690837,2.494788,4.283984,0.01659583,0.01599979,8.948388,2.8275,26.82364
Needle SAT1 Hapto,SAT1,0.1446866,9.608836,2.544999,0.368713,2.784795,3.742097,0.01765301,0.01604819,9.394578,2.9975,25.31141
Needle SAT1 Hapto,SAT1,0.1425769,9.149759,2.674799,0.3460954,2.534822,4.279758,0.01646901,0.01628641,9.032806,2.84,27.07857
Needle SAT1 Hapto,SAT1,0.1656059,9.224364,2.654564,0.3854161,2.586289,3.609633,0.01538733,0.01475055,8.976998,3.1425,24.37216
Needle SAT1 Hapto,SAT1,0.182744,9.6163,2.699874,0.3638854,2.569463,3.8195,0.01445813,0.01506525,9.440108,3.0075,25.91094
Needle SAT1 Hapto,SAT1,0.1749848,9.536421,2.815865,0.3620601,2.400183,3.950065,0.01796131,0.01708433,9.353462,2.895,26.07381
Needle SAT1 Hapto,SAT1,0.1544693,8.482371,2.887593,0.3927131,2.581485,4.691848,0.01689911,0.01631634,8.310648,2.645,24.74543
Needle SAT1 Hapto,SAT1,0.1400898,9.321811,2.430958,0.3709295,2.687446,3.737341,0.01493608,0.01500112,9.163449,3.0675,27.10083
Needle SAT1 Hapto,SAT1,0.1238203,9.868686,2.891632,0.3464357,2.76306,4.204235,0.01395378,0.01466715,9.651838,2.8525,27.13644
Needle SAT1 Hapto,SAT1,0.1461666,9.829129,2.785455,0.3358455,2.636882,4.19765,0.014586,0.01536933,9.641471,2.855,28.37595
Needle SAT1 Hapto,SAT1,0.1502998,9.201792,2.677224,0.3461463,2.741268,4.243276,0.01476148,0.01547204,9.023131,2.865,26.85496
Needle SAT1 Hapto,SAT1,0.1744602,9.029622,2.598585,0.3572593,2.466887,3.867939,0.01525722,0.01444832,8.860768,3.04,26.27619
Needle SAT1 Hapto,SAT1,0.1379559,9.824764,2.59287,0.3633542,2.827317,3.651864,0.01470046,0.01459737,9.605301,3.0775,25.64064
Needle SAT1 Hapto,SAT1,0.162858,8.608916,2.69916,0.3783745,2.507466,3.821125,0.01401289,0.01477297,8.495452,3.035,25.42711
Needle SAT1 Hapto,SAT1,0.168576,10.32439,2.631549,0.3559636,2.448981,3.513398,0.01651097,0.01562826,10.07648,3.155,26.81624
Needle SAT1 Hapto,SAT1,0.155321,9.524753,2.738748,0.3723652,2.596878,3.841073,0.01602233,0.01520156,9.316758,2.9575,25.31774
Needle SAT1 Hapto,SAT1,0.1599822,9.345105,2.701041,0.3605525,2.599149,4.040275,0.01485306,0.01551572,9.193021,2.9125,26.75126
Needle SAT1 Hapto,SAT1,0.1460851,9.808883,2.785546,0.3664489,2.840011,3.767748,0.01535921,0.01528796,9.557366,2.98,25.32871
Needle SAT1 Hapto,SAT1,0.1421968,9.520355,2.679235,0.3636697,2.758452,3.943152,0.01578668,0.01586427,9.314074,2.9275,25.68687
Needle SAT1 Hapto,SAT1,0.1423485,8.820729,2.824773,0.3607781,2.75488,4.494411,0.01513569,0.01681743,8.676317,2.745,26.57331
Needle SAT1 Hapto,SAT1,0.1656851,9.612764,2.737506,0.3748282,2.587704,3.686794,0.01591531,0.01593471,9.370215,3.02,25.10169
Needle SAT1 Hapto,SAT1,0.1381657,8.567317,2.45334,0.4249608,2.884921,3.608359,0.01229293,0.01365881,8.364881,3.1,22.97351
Needle SAT1 Hapto,SAT1,0.1767574,9.691053,2.65905,0.3554763,2.532994,4.223403,0.01703317,0.01624351,9.47333,2.86,27.42401
Needle SAT1 Hapto,SAT1,0.117417,8.332652,2.712597,0.4087718,2.946366,3.758172,0.01636846,0.01640016,8.165395,2.9575,22.99044
Needle SAT1 Hapto,SAT1,0.1228936,9.779642,2.755521,0.3213996,2.949721,4.560273,0.01640998,0.01823331,9.632058,2.6975,29.56686
Needle SAT1 Hapto,SAT1,0.147271,9.766769,2.719986,0.3692879,2.67676,3.593455,0.01533667,0.01584907,9.525003,3.1,26.05868
Needle SAT1 Hapto,SAT1,0.1425244,9.740092,2.762546,0.3453177,2.770362,4.236375,0.01705082,0.01804007,9.523001,2.8075,27.35516
Needle SAT1 Hapto,SAT1,0.1475927,8.7431,2.577676,0.3686102,2.625701,4.423744,0.01709513,0.01714478,8.603165,2.7475,25.61597
Needle SAT1 Hapto,SAT1,0.137596,8.994346,2.556641,0.387995,2.820611,3.661883,0.013876,0.01387161,8.801645,3.07,24.18288
Needle SAT1 Hapto,SAT1,0.1699558,9.669888,2.709814,0.3467465,2.481993,3.950807,0.01505467,0.0151803,9.493526,2.9875,27.35799
Needle SAT1 Hapto,SAT1,0.1409052,9.654717,2.870039,0.3682585,2.926124,3.934881,0.01724547,0.0156777,9.380241,2.9375,24.98589
Needle SAT1 Hapto,SAT1,0.1523676,8.915594,2.85693,0.3561876,2.42064,4.812772,0.01631168,0.01646023,8.761968,2.6075,27.33554
Needle SAT1 Hapto,SAT1,0.1569304,9.217498,2.6263,0.3787439,2.618722,3.744613,0.01330633,0.01394959,9.020569,3.0375,24.49158
Needle SAT1 Hapto,SAT1,0.1712467,9.073826,2.642633,0.3725372,2.592111,4.164474,0.01429802,0.01497467,8.927921,2.9225,26.37764
Needle SAT1 Hapto,SAT1,0.1544385,7.610691,2.777958,0.4178972,2.645626,4.419832,0.0136593,0.015177,7.477712,2.8075,23.5995
Needle SAT1 Hapto,SAT1,0.1356595,8.186719,2.688732,0.3588809,2.725176,4.349693,0.01536404,0.01613649,8.063449,2.825,26.29561
Needle SAT1 Hapto,SAT1,0.1553633,9.938259,2.694925,0.3546678,2.506987,4.232612,0.01727824,0.01570749,9.719478,2.84,27.24516
Needle SAT1 Hapto,SAT1,0.1573169,10.37442,2.798693,0.3447909,2.659504,3.505298,0.01460229,0.01486021,10.12085,3.1775,27.52
Needle SAT1 Hapto,SAT1,0.1682311,9.464904,2.800989,0.3704957,2.573522,4.017953,0.01578762,0.01516311,9.236548,2.9225,25.79013
Needle SAT1 Hapto,SAT1,0.1464893,9.972161,2.608854,0.3562199,2.556848,3.619545,0.01639634,0.01572757,9.735452,3.1,26.59103
Needle SAT1 Hapto,SAT1,0.1457699,10.25133,2.63279,0.328223,2.768822,3.732368,0.01561248,0.0157739,10.03948,3.075,29.34754
Needle SAT1 Hapto,SAT1,0.1295059,8.450097,2.668615,0.3631555,2.889497,3.897888,0.0155678,0.01544413,8.313002,2.985,25.50549
Needle SAT1 Hapto,SAT1,0.1441511,8.913882,2.788937,0.3750193,2.796918,4.312895,0.0158892,0.01584265,8.743519,2.77,25.49532
Needle SAT1 Hapto,SAT1,0.1607481,9.033856,2.496722,0.3781918,2.723346,3.992762,0.01697301,0.01696418,8.804312,2.96,25.1789
Needle SAT1 Hapto,SAT1,0.1607597,9.160166,2.725831,0.3920799,2.475265,3.932595,0.01297833,0.01296079,8.893807,2.9975,24.20849
Needle SAT1 Hapto,SAT1,0.1195274,9.153442,2.579697,0.3716218,3.085953,3.94491,0.01693681,0.01612803,8.986077,2.9025,25.68789
Needle SAT1 Hapto,SAT1,0.1321074,9.740052,2.629308,0.3493025,2.926603,3.76976,0.0151394,0.01594918,9.54786,3,26.51211
Needle SAT1 Hapto,SAT1,0.1714049,9.78263,2.589834,0.3398679,2.576083,4.173551,0.01530788,0.01510235,9.589156,2.9075,27.74379
Needle SAT1 Hapto,SAT1,0.1708686,9.356563,2.812166,0.324818,2.277448,4.758758,0.0159995,0.01681455,9.236068,2.6875,29.34435
Needle SAT1 Hapto,SAT1,0.1717288,9.113668,2.69154,0.3742699,2.44843,3.825967,0.0143241,0.0152127,8.941158,2.9925,25.13157
Needle SAT1 Hapto,SAT1,0.1899844,9.170131,2.66393,0.4080578,2.324856,3.643207,0.01445979,0.01451005,8.930741,3.115,24.29161
Needle SAT1 Hapto,SAT1,0.1218885,10.13724,2.80478,0.3394429,3.031108,4.131055,0.0164604,0.01572309,9.898717,2.8725,27.40195
Needle SAT1 Hapto,SAT1,0.1583542,9.869261,2.785168,0.3634846,2.573127,3.581403,0.01556368,0.01552364,9.626226,3.105,25.80982
Needle SAT1 Hapto,SAT1,0.1209913,9.176436,2.672094,0.3442097,2.85946,4.168631,0.01555457,0.01615027,9.023087,2.87,27.30147
Needle SAT1 Hapto,SAT1,0.1483532,9.551783,2.766556,0.3792955,2.716398,3.808023,0.01630207,0.01482006,9.301254,2.975,24.34157
Needle SAT1 Hapto,SAT1,0.1358065,9.716561,2.788078,0.3545073,2.717356,3.879697,0.01704007,0.01625582,9.50302,2.9575,26.33498
Needle SAT1 Hapto,SAT1,0.155475,9.257802,2.795852,0.3596122,2.625914,4.28364,0.01749542,0.01766222,9.107916,2.76,26.65099
Needle SAT1 Hapto,SAT1,0.190259,9.119343,2.856621,0.3635999,2.223104,4.151716,0.01836202,0.01749398,8.987213,2.825,26.62172
Needle SAT1 Hapto,SAT1,0.1590396,9.128356,2.592193,0.3424415,2.588555,4.143603,0.01574201,0.01664863,9.000601,2.895,27.62919
Needle SAT1 Hapto,SAT1,0.1103822,9.307711,2.688928,0.3377221,3.090086,4.172552,0.01390691,0.01383157,9.120783,2.9325,27.29992
Needle SAT1 Hapto,SAT1,0.1382287,9.85768,2.575142,0.3644734,2.923926,3.61741,0.01598766,0.01453423,9.622139,3.1,25.2937
Needle SAT1 Hapto,SAT1,0.1415397,8.884481,2.646443,0.3801527,2.675879,3.92083,0.01513569,0.01507123,8.714986,2.95,25.31469
Needle SAT1 Hapto,SAT1,0.1435467,9.219795,2.891751,0.3639785,2.902985,4.426732,0.01798968,0.01709135,9.036467,2.71,25.97313
Needle SAT1 Hapto,SAT1,0.1445173,9.062177,2.751462,0.3184265,2.533856,4.862202,0.01751094,0.01769585,8.934066,2.65,30.32613
Needle SAT1 Hapto,SAT1,0.1667267,9.786499,2.654157,0.3464013,2.438868,3.631414,0.01466781,0.01541061,9.594928,3.12,27.11324
Needle SAT1 Hapto,SAT1,0.1500565,9.916919,2.61268,0.3432666,2.826709,3.699284,0.01706191,0.01709504,9.705881,3.04,27.00956
Needle SAT1 Hapto,SAT1,0.1647553,9.10812,2.691845,0.3613987,2.475985,4.282874,0.01657731,0.01664115,8.958805,2.7925,26.42092
Needle SAT1 Hapto,SAT1,0.1551012,8.404128,2.803676,0.3895287,2.565695,4.049321,0.01579108,0.01492243,8.254415,2.905,24.18159
Needle SAT1 Hapto,SAT1,0.1494994,8.535465,2.6711,0.388963,2.696814,4.235906,0.01615595,0.01637063,8.424368,2.785,24.93827
Needle SAT1 Hapto,SAT1,0.1493328,8.580916,2.862038,0.3716949,2.824451,4.711034,0.0163391,0.01560674,8.397929,2.675,25.16133
Needle SAT1 Hapto,SAT1,0.1619164,9.092677,2.702863,0.3732264,2.603024,3.924873,0.01503887,0.01494911,8.954639,2.9975,27.02157
Needle SAT1 Hapto,SAT1,0.1858379,9.838746,2.641194,0.37285,2.409346,3.656704,0.01810799,0.01646181,9.587462,3.055,25.74758
Needle SAT1 Hapto,SAT1,0.1655956,9.19239,2.782933,0.3314846,2.334365,4.850124,0.01775241,0.01776001,9.066282,2.625,29.09501
Needle SAT1 Hapto,SAT1,0.1495087,10.34669,2.678208,0.3350692,2.83508,3.957026,0.01453728,0.01615253,10.10927,2.965,28.7039
Needle SAT1 Hapto,SAT1,0.1389035,10.26227,2.675658,0.3525856,2.826401,3.571253,0.01715929,0.0162868,10.02289,3.0975,27.03979
Needle SAT1 Hapto,SAT1,0.1932931,10.30085,2.712736,0.3521984,2.148975,3.59229,0.01678978,0.01627877,10.07621,3.14,27.37588
Needle SAT1 Hapto,SAT1,0.1495144,9.62283,2.730814,0.37758,2.766347,4.056714,0.01456832,0.01395219,9.356102,2.9325,25.00061
Needle SAT1 Hapto,SAT1,0.1386821,9.154949,2.793605,0.3631749,2.741191,4.681468,0.01504806,0.0160427,8.946451,2.675,26.33406
Needle SAT1 Hapto,SAT1,0.1646963,9.721503,2.698603,0.3662642,2.585094,3.849632,0.0165118,0.01557479,9.527241,2.9525,26.30432
Needle SAT1 Hapto,SAT1,0.1560088,9.166544,2.943511,0.3543457,2.640784,4.394553,0.01824963,0.01735653,9.019127,2.7275,26.71715
Needle SAT1 Hapto,SAT1,0.1273727,8.936927,2.783271,0.353896,2.808523,4.088774,0.01498627,0.0142641,8.77054,2.9275,26.34836
Needle SAT1 Hapto,SAT1,0.1501061,9.185829,2.537928,0.3940633,2.612739,3.561716,0.01343782,0.01403942,8.966143,3.1375,23.874
Needle SAT1 Hapto,SAT1,0.1397272,8.100798,2.870216,0.3617629,2.837615,4.84656,0.01766063,0.01746984,8.010102,2.56,26.21748
Needle SAT1 Hapto,SAT1,0.1641739,10.36142,2.563283,0.3467787,2.446982,3.509958,0.01419471,0.01438874,10.13289,3.205,27.51306
Needle SAT1 Hapto,SAT1,0.1788566,9.657602,2.708903,0.3606016,2.422375,3.849406,0.01734928,0.01732262,9.478309,2.95,26.93407
Needle SAT1 Hapto,SAT1,0.1331998,8.569932,2.60996,0.398134,2.831261,3.943147,0.0155176,0.01481823,8.400675,2.97,23.57519
Needle SAT1 Hapto,SAT1,0.1769086,9.919636,2.6696,0.3691941,2.410853,3.70094,0.01513913,0.01451926,9.66411,3.0575,25.68758
Needle SAT1 Hapto,SAT1,0.1363645,9.20172,2.6416,0.3455437,2.687628,4.313268,0.01513555,0.01615994,9.060517,2.835,27.27495
Needle SAT1 Hapto,SAT1,0.1734679,9.824952,2.615705,0.3711043,2.507814,3.912877,0.01795869,0.01632608,9.577911,2.9375,25.5391
Needle SAT1 Hapto,SAT1,0.1717903,8.358815,2.65811,0.3812886,2.403666,4.366293,0.01526567,0.01518467,8.235145,2.7825,24.7583
Needle SAT1 Hapto,SAT1,0.1748829,10.14223,2.867389,0.3588022,2.555871,3.734493,0.0186024,0.01691128,9.900944,2.9775,26.10154
Needle SAT1 Hapto,SAT1,0.1338238,9.213889,2.491609,0.3574969,2.874853,3.733235,0.01629343,0.01620582,9.052349,3.0425,26.68959
Needle SAT1 Hapto,SAT1,0.1488034,9.592557,2.5975,0.3421299,2.558232,3.934044,0.01832743,0.01817976,9.448465,2.9475,27.33354
Needle SAT1 Hapto,SAT1,0.1869241,9.992577,2.699738,0.3423415,2.475779,4.032482,0.01889892,0.01785259,9.806345,2.88,27.8576
Needle SAT1 Hapto,SAT1,0.1942958,9.183884,2.654418,0.3817965,2.287772,3.908178,0.01852664,0.0168424,9.036493,2.9375,26.34822
Needle SAT1 Hapto,SAT1,0.1468336,9.429993,2.781591,0.3686379,2.745836,4.136315,0.0168727,0.01595043,9.213724,2.86,25.15937
Needle SAT1 Hapto,SAT1,0.1567792,8.889465,2.648145,0.3917453,2.619528,3.968397,0.01530476,0.01466693,8.695559,2.9075,24.04576
Needle SAT1 Hapto,SAT1,0.1569271,9.81797,2.707181,0.3616882,2.740591,3.672551,0.01587961,0.01587548,9.590872,3.035,25.68875
Needle SAT1 Hapto,SAT1,0.1426078,9.629502,2.628495,0.3583596,2.941759,3.817496,0.01929769,0.01754335,9.414782,2.95,26.07159
Needle SAT1 Hapto,SAT1,0.1637243,9.013832,2.801743,0.3932516,2.670918,3.81697,0.01600271,0.01454792,8.778632,2.9975,23.93884
Needle SAT1 Hapto,SAT1,0.1488057,9.089848,2.685189,0.3382609,2.680704,4.005344,0.01605944,0.01615077,8.935076,2.98,27.65809
Needle SAT1 Hapto,SAT1,0.1791278,9.24182,2.74701,0.3606665,2.293612,3.969953,0.01544666,0.01602508,9.11244,2.9275,27.24071
Needle SAT1 Hapto,SAT1,0.1584074,8.758925,2.772288,0.3805442,2.55523,4.239497,0.01806787,0.01825136,8.630391,2.7525,25.51601
Needle SAT1 Hapto,SAT1,0.2075416,9.356267,2.692146,0.373059,2.052458,4.145028,0.01627494,0.01634181,9.141469,2.9025,26.91082
Needle SAT1 Hapto,SAT1,0.1296629,8.479368,2.640758,0.3712967,2.811671,4.288355,0.01542694,0.01620734,8.385128,2.78,25.63961
Needle SAT1 Hapto,SAT1,0.148774,10.07759,2.50196,0.3221945,2.631248,3.715057,0.01560989,0.01656586,9.91432,3.0875,29.00932
Needle SAT1 Hapto,SAT1,0.2007152,8.61732,2.734897,0.4130823,2.285458,3.659993,0.01314647,0.01318098,8.448504,3.095,22.91522
Needle SAT1 Hapto,SAT1,0.1492585,10.19228,2.71914,0.3562354,2.551487,3.695857,0.01668208,0.01516552,9.948647,3.0525,26.60997
Needle SAT1 Hapto,SAT1,0.1811648,9.291698,2.721458,0.3808107,2.466582,4.161864,0.01740921,0.0165919,9.065038,2.8375,24.76536
Needle SAT1 Hapto,SAT1,0.1255188,7.538187,2.57934,0.3691118,2.858247,4.242685,0.01443843,0.01525324,7.473271,2.8575,25.3117
Needle SAT1 Hapto,SAT1,0.1786021,8.281769,2.725505,0.4027512,2.385402,4.430071,0.01633686,0.01597223,8.155095,2.7475,23.99179
Needle SAT1 Hapto,SAT1,0.1509365,9.37719,2.766771,0.3510698,2.540606,4.266967,0.01588132,0.0165217,9.17554,2.83,27.13944
Needle SAT1 Hapto,SAT1,0.1396804,8.52024,2.592691,0.381451,2.867586,4.079571,0.01421995,0.01579995,8.399148,2.875,24.82502
Needle SAT1 Hapto,SAT1,0.1568136,8.997824,2.537535,0.3566367,2.537296,4.236491,0.01605484,0.01534026,8.847651,2.8925,26.3093
Needle SAT1 Hapto,SAT1,0.124946,9.600003,2.811831,0.3513662,2.853732,4.104311,0.01684366,0.0176988,9.423036,2.8425,27.23188
Needle SAT1 Hapto,SAT1,0.1564174,8.544219,2.673882,0.3757336,2.642508,4.321761,0.01496003,0.01565019,8.380116,2.82,25.2031
Needle SAT1 Hapto,SAT1,0.1260525,9.257324,2.651213,0.3616051,3.065136,4.066302,0.01566815,0.01567065,9.051626,2.8625,25.49799
Needle SAT1 Hapto,SAT1,0.1423533,10.17109,2.745073,0.3298244,2.710584,4.178787,0.01804086,0.01640078,9.959874,2.8775,28.69463
Needle SAT1 Hapto,SAT1,0.1818885,8.806032,2.776702,0.3935747,2.222974,4.288198,0.01487471,0.01419822,8.64263,2.8175,24.70037
Needle SAT1 Hapto,SAT1,0.1428316,9.170087,2.880284,0.3681686,2.699106,4.36835,0.01469823,0.01483908,8.971443,2.7875,25.82557
Needle SAT1 Hapto,SAT1,0.1406558,9.14366,2.684286,0.3735685,2.766315,3.874261,0.01456293,0.01537336,8.981154,2.945,25.73187
Needle SAT1 Hapto,SAT1,0.1505843,9.348888,2.625176,0.3584978,2.625484,3.979971,0.01816552,0.01707554,9.166448,2.935,26.36057
Needle SAT1 Hapto,SAT1,0.145369,8.36963,2.934709,0.3818706,2.563527,4.784762,0.0145599,0.01535769,8.222614,2.635,25.2191
Needle SAT1 Hapto,SAT1,0.153379,9.153156,2.614948,0.3624189,2.788615,4.075682,0.01521565,0.01458538,8.959225,2.9825,26.68972
Needle SAT1 Hapto,SAT1,0.2069582,8.670071,2.774158,0.4022954,2.14951,3.696142,0.01421591,0.01496822,8.504741,3.055,23.76989
Needle SAT1 Hapto,SAT1,0.1670196,9.439702,2.869968,0.3605287,2.48861,4.359959,0.01638326,0.01656383,9.247035,2.78,26.87369
Needle SAT1 Hapto,SAT1,0.1563337,9.778413,2.862115,0.3712712,2.649173,3.660755,0.01694067,0.01540061,9.552809,3.0475,26.02812
Needle SAT1 Hapto,SAT1,0.1651408,8.406046,2.678076,0.381527,2.535744,3.973725,0.01670515,0.01662594,8.308799,2.93,25.37069
Needle SAT1 Hapto,SAT1,0.1332,9.766473,2.677425,0.3537596,2.844147,4.114283,0.01434304,0.01501896,9.530604,2.905,26.92195
Needle SAT1 Hapto,SAT1,0.1711001,9.415045,2.849589,0.3785897,2.429026,4.082261,0.01618773,0.01523383,9.192989,2.9,25.21964
Needle SAT1 Hapto,SAT1,0.164662,9.453427,2.634446,0.3910354,2.55857,3.59697,0.01607257,0.0158704,9.191174,3.1,24.45521
Needle SAT1 Hapto,SAT1,0.1764654,9.177102,2.665658,0.3616972,2.361666,4.291158,0.01671976,0.0159307,9.031781,2.84,26.19194
Needle SAT1 Hapto,SAT1,0.1537731,9.505621,2.628994,0.3528025,2.523248,3.709651,0.01448342,0.01524632,9.348959,3.105,27.25026
Needle SAT1 Hapto,SAT1,0.1561915,10.01681,2.639408,0.3484304,2.610761,3.782525,0.01550956,0.01546035,9.795567,3.03,27.2664
Needle SAT1 Hapto,SAT1,0.1511567,9.796122,2.655849,0.3694083,2.655016,3.491875,0.01650203,0.01570971,9.559839,3.1625,25.47136
Needle SAT1 Hapto,SAT1,0.199307,9.388835,2.746398,0.3630633,2.191413,4.273861,0.01906886,0.01817529,9.227512,2.8075,27.60931
Needle SAT1 Hapto,SAT1,0.1382905,10.13143,2.781288,0.3287812,2.665354,3.964039,0.0163453,0.0173085,9.964423,2.955,28.9528
Needle SAT1 Hapto,SAT1,0.1984367,9.764617,2.548201,0.3756999,2.19975,3.658602,0.01692981,0.01600548,9.541617,3.07,25.50866
Needle SAT1 Hapto,SAT1,0.1581409,8.83577,2.630726,0.3601058,2.518873,3.867124,0.01504494,0.01578475,8.6798,3.0075,26.15832
Needle SAT1 Hapto,SAT1,0.1446195,8.705804,2.655089,0.3834807,2.746394,4.20339,0.01590464,0.0151734,8.539664,2.8375,24.62696
Needle SAT1 Hapto,SAT1,0.1486633,9.046108,2.596807,0.3470986,2.650687,3.968669,0.01731225,0.01709598,8.926979,2.9375,27.14782
Needle SAT1 Hapto,SAT1,0.1424886,8.940516,2.598477,0.3613973,2.708495,3.610775,0.01331968,0.01393808,8.753608,3.1625,25.6318
Needle SAT1 Hapto,SAT1,0.1771774,8.629186,2.722952,0.3805556,2.359056,4.118513,0.01512612,0.01506532,8.472013,2.875,24.6392
Needle SAT1 Hapto,SAT1,0.1492948,8.278513,2.839894,0.3662641,2.546684,5.074477,0.01620642,0.01612216,8.189155,2.515,25.79303
Needle SAT1 Hapto,SAT1,0.1302324,8.629499,2.789292,0.3564849,2.937136,4.534942,0.01892756,0.01799854,8.513744,2.6725,26.4467
Needle SAT1 Hapto,SAT1,0.1562174,10.1422,2.667103,0.3536518,2.586035,3.663033,0.01690082,0.01599186,9.907875,3.0725,26.5313
Needle SAT1 Hapto,SAT1,0.1607807,8.624869,2.790206,0.3650859,2.502497,4.264634,0.01449757,0.01610841,8.520214,2.8175,26.74602
Needle SAT1 Hapto,SAT1,0.1571551,9.894195,2.740596,0.3705937,2.616477,3.941444,0.01739992,0.01581811,9.631112,2.9325,26.00036
Needle SAT1 Hapto,SAT1,0.156649,9.036073,2.834433,0.3530679,2.737455,4.233382,0.01635847,0.01634548,8.898935,2.8125,26.30495
Needle SAT1 Hapto,SAT1,0.1186007,9.555093,2.751962,0.3523152,3.010682,3.745659,0.01458792,0.01461071,9.3109,3.04,26.41592
